Funder,Year,GLRI Amount,Project Type,Project Title,Recipient Name,Project Description,Focus Area,Project Start Date,Project End Date,Affected States,Latitude,Longitude
NPS,2016,"$5,000 ",New Project,Participation in Lake Area Management Plans (LAMPs),Dept. of Interior-National Park Service ,"NPS uses primarily agency base appropriations to support participation in LAMP workgroups in the Great Lakes, including reviews of key LAMP documents and implementation of LAMP priority projects.  NPS engages with LAMP programs, meetings and work groups for Lakes Michigan, Superior and occasionally Lake Erie.  The funds from the GLRI Program are for travel costs and personnel costs associated with participating in the LAMP programs.",5 - Foundations for Future Restoration Actions,6/1/2016,12/31/2019,Multi-state,46.870793,-90.619953
NPS,2016,"$250,000 ",Increase,Place-based Learning About Nearshore Environments in Great Lakes National Parks,Dept. of Interior-National Park Service ,"In 2016 the National Park Service will engage the public in nearshore ecosystem issues through a variety of outreach and experiential learning activities in order to educate the next generation about the Great Lakes ecosystem.  This project and its companion project (2016-90a, “Nearshore monitoring in Great Lakes national parks”) address recognized gaps in nearshore science, stewardship, and public understanding. The 2016 work plan continues and expands upon successful nearshore outreach conducted at Apostle Islands and Sleeping Bear Dunes National Lakeshores in recent years via GLRI Projects #90 (as above) and 91 (“Research Lake Michigan nearshore ecosystem changes”).",5 - Foundations for Future Restoration Actions,6/1/2016,9/30/2018,Multi-state,46.97,-90.99
NPS,2017,"$185,000 ",Continuation,Benthic mapping for coastal restoration,Dept. of Interior-National Park Service ,"This project will characterize baseline aquatic habitat in coastal waters of two Great Lakes national parks via intensive benthic habitat mapping in order to inform protection actions for native species and their habitats.  Additionally, if necessary and within time and budget constraints, we will conduct surveys at Pictured Rocks to provide additional information for design and implementation of restoration work at the Sand Point project site.  We will continue our work at Isle Royale National Park mapping areas adjacent to and between lake trout spawning reefs and other benthic habitat features at multiple depths.  Mapping completed at Isle Royale informs an ongoing investigation of lake trout genetics and morphometrics, and because Isle Royale is one of the most diverse locations for lake trout (and lake trout habitat) in the Great Lakes, the information would then be used for lake trout restoration in the other Great Lakes.   This additional mapping work will also be useful for habitat related information for GLRI funded coregonid restoration efforts in the lower Great Lakes. ",5 - Foundations for Future Restoration Actions,6/1/2016,12/31/2020,Multi-state,46.8333,-90.78333
NPS,2017,"$400,000 ",New Project,Nearshore adaptive management at Sleeping Bear Dunes National Lakeshore,Dept. of Interior-National Park Service ,"Sleeping Bear Dunes National Lakeshore has experienced some of the most challenging nearshore management issues facing the Great Lakes, including species invasions and rapid food web changes, nuisance algal accumulations on beaches, and severe and sustained avian botulism outbreaks. Monitoring and research activities conducted via GLRI-90a (“Nearshore monitoring in Great Lakes national Parks”) and GLRI-91 (“Research Lake Michigan Ecosystem Changes - Botulism Type E”) have served to document and understand many of these changes. Results from this body of work have been shared publicly via scientific publications and presentations, intensive citizen science efforts, media outreach and press coverage, and a significant NPS interpretive effort via GLRI-90 (“Place-Based Learning about Great Lakes National Parks”). Collectively, this work has highlighted the central role of dreissenid mussels in facilitating recent nearshore problems. NPS and partners will conduct a meso-scale dreissenid mussel removal experiment at Good Harbor Reef (Sleeping Bear Dunes) and evaluate the potential for such adaptive management actions to improve nearshore health. Dreissenid mussels will be manually removed from an experimental plot near the Good Harbor nearshore monitoring station, which will be used as a control site. Approximately 40 m2 of rocky substrate was cleared in 2016 as part of a pilot effort; in 2017 this area will be maintained and expanded. NPS, university, and agency partners will test the effectiveness of dreissenid removal in 1) reducing nuisance algal growth, algal biomass, and round goby abundance, 2) abating conditions that facilitate botulism outbreaks, and 3) improving habitat conditions for native fish. Primary partners will include the UW-Milwaukee School of Freshwater Sciences, the University of Michigan, and the Michigan DNR. Several undergraduate and graduate research projects will be supported in 2017 and 2018, resulting in one or more Master of Science Theses and related publications. University of Michigan students will engage directly with Great Lakes botulism  issues through a field microbiology course at the Pellston Biological Station and site visit to Sleeping Bear Dunes. Experimental field activities and observations will be shared publicly via NPS interpretive activities under GLRI-90 (“Place-Based Learning about Great Lakes National Parks”) and via a real-time underwater camera supported under GLRI-90a (“Nearshore Monitoring in Great Lakes National Parks”).",5 - Foundations for Future Restoration Actions,9/1/2017,12/31/2020,MI,44.981639,-85.830861
NPS,2017,"$150,000 ",Continuation,Nearshore monitoring in Great Lakes national parks,Dept. of Interior-National Park Service ,"This project aims to fill gaps in nearshore monitoring data for the Great Lakes by establishing fixed monitoring stations at two Great Lakes national parks. These fixed station sites complement larger-scale nearshore monitoring efforts by the U.S. Environmental Protection Agency and others, providing intensive, place-based nearshore monitoring data from high profile national park locations. The National Park Service will cooperate with the University of Wisconsin-Milwaukee School of Freshwater Sciences and/or other universities to continue operation of nearshore monitoring stations in each of two Great Lakes national parks – Apostle Islands National Lakeshore in western Lake Superior and Sleeping Bear Dunes National Lakeshore in northern Lake Michigan. At Apostle Islands National Lakeshore, nearshore monitoring stations have been established at the western end of the park, where tributary influence is strong and previous harmful algal blooms have occurred.  At Sleeping Bear Dunes National Lakeshore, a nearshore monitoring station has been established near in Good Harbor Bay, on an important fish spawning reef situated offshore from beaches heavily impacted by botulism outbreaks.",5 - Foundations for Future Restoration Actions,6/1/2017,12/31/2020,Multi-state,44.981639,-85.830861
NPS,2017,"$5,000 ",Continuation,Participation in Lakewide Action and Management Plans (LAMPs),Dept. of Interior-National Park Service ,"NPS uses primarily agency base appropriations to support participation in LAMP workgroups in the Great Lakes, including reviews of key LAMP documents and implementation of LAMP priority projects.  NPS engages with LAMP programs, meetings and work groups for Lakes Michigan, Superior and occasionally Lake Erie.  The funds from the GLRI Program are for travel costs and personnel costs associated with participating in the LAMP programs.",5 - Foundations for Future Restoration Actions,6/1/2017,12/31/2020,Multi-state,46.870793,-90.619953
NPS,2017,"$192,300 ",Continuation,Place-based learning about nearshore ecosystems in Great Lakes national parks,Dept. of Interior-National Park Service ,"This project and its companion project (2016-90a, “Nearshore monitoring in Great Lakes national parks”) address recognized gaps in nearshore science, stewardship, and public understanding. The 2016 work plan continues and expands upon successful nearshore outreach conducted at Apostle Islands and Sleeping Bear Dunes National Lakeshores in recent years, which has resulted in thousands of visitor and student contacts and the development of a range of successful place-based learning programs at both parks. In 2017, the National Park Service will continue to engage the public in nearshore ecosystem issues through a variety of outreach and experiential learning activities. Three National Park Service interpretive staff members (one at Apostle Islands, two at Sleeping Bear Dunes) will be hired to lead nearshore outreach programs and develop outreach products related to nearshore resources. At both parks, monitoring findings and field observations from 2016-90a will be incorporated into interpretive programs and visitor contacts on an ongoing basis, and shared with a broader  audience via National Park Service social media outlets. Additional activities (below) will be tailored to each park’s aquatic resource issues, community character, and partnership opportunities.",5 - Foundations for Future Restoration Actions,6/1/2017,12/31/2020,Multi-state,46.97227,-90.98755
NPS,2017,"$100,000 ",New Project,Traditional ecological knowledge: learning from elders and traditional lake users,Dept. of Interior-National Park Service ,"Traditional ecological knowledge (TEK) is an important component in restoration that alerts scientists to historical changes in species populations, behaviors, preferred habitat, and resulting changes in traditional and commercial harvesting practices.  However, this knowledge is usually not readily accessible to natural resource managers. In partnership with tribal historic preservation officers, this project will explore and document TEK of the Apostle Islands and surrounding Lake Superior waters  through interviews and activities which encourage elders and traditional knowledge-bearers to share and preserve multi-generational traditional information.",5 - Foundations for Future Restoration Actions,9/1/2017,12/31/2020,Multi-state,41.15803,-81.33512
NPS,2018,"$100,000 ",Continuation,Benthic mapping for coastal restoration,Dept. of Interior-National Park Service ,"Work conducted for the last eight years has successfully mapped all park waters at Apostle Islands National Lakeshore, Pictured Rocks National Lakeshore and Sleeping Bear Dunes National Lakeshore and has provided detailed maps of bathymetry for each of those parks and for use by other agencies (e.g. NOAA has used data in the Lake Level Viewer). With final funding in FY18, additional bottom imagery data will be collected and this data will be used to delineate and estimate substrate types in priority areas as funding allows. This project contributes to GLRI action plan metrics by providing information useful for the Habitat and Species focus area, as well as Foundations for Future Restoration Actions. The mapping and substrate products that come from this work provide detailed information about benthic habitat that is mostly non-existent in the Great Lakes. This is especially useful in areas important for Great Lakes fisheries such as the Apostle Islands and Isle Royale. As an example, benthic habitat data from the Apostle Islands can contribute information useful for the Great Lakes coregonid restoration work also funded by GLRI. The Apostle Islands area is one of the most important areas contributing to the cisco populations of Lake Superior, yet virtually nothing is known about the benthic habitat where those populations choose to spawn and where young of year cisco spend their first months of life. All data will be stored and served at the NPS Water Resources Division, the NPS Great Lakes Inventory and Monitoring office, or both. Final maps, bathymetry and substrate data will be made available to individual parks, other agencies such as NOAA and USGS, State Departments of Natural Resources, and tribal resource offices as well as on publicly accessible websites.",5 - Foundations for Future Restoration Actions,#REF!,10/1/2012,Multi-state,46.9875,-90.659166
NPS,2018,"$153,500 ",Continuation,Nearshore monitoring in Great Lakes national parks,Dept. of Interior-National Park Service ,"This project aims to fill gaps in nearshore monitoring data for the Great Lakes by collecting data from fixed monitoring stations at two Great Lakes national parks. These fixed station sites complement larger-scale nearshore monitoring efforts by the U.S. Environmental Protection Agency and others, providing intensive, place-based nearshore monitoring data from high profile national park locations and offering a focal point for research on some of the Great Lakes’ most pressing nearshore management issues. The project addresses GLRI Action Plan II goals related to science-based adaptive management and contributes to measure 5.3.2 “annual Great Lakes monitoring conducted and used to prioritize funding decisions each year.” The project also fulfills NPS goals described in the NPS Ocean and Coastal Park Stewardship Strategy and the Midwest Region Coastal Parks Stewardship Strategy, by “filling known high priority gaps relevant to coastal resources and issues,” assessing coastal conditions, and addressing stressors. The National Park Service will cooperate with the University of Wisconsin-Milwaukee School of Freshwater Sciences (UWM), Northwestern Michigan College (NMC), and the University of Minnesota-Duluth (UMD) to continue operation of nearshore monitoring stations in two Great Lakes national parks – Apostle Islands National Lakeshore in western Lake Superior and Sleeping Bear Dunes National Lakeshore in northern Lake Michigan - and to continue to monitor beaches at Sleeping Bear Dunes for Cladophora and botulism-related bird mortality. At Apostle Islands National Lakeshore, nearshore monitoring stations have been established at the western end of the park, where tributary influence is strong and previous harmful algal blooms have occurred. At Sleeping Bear Dunes National Lakeshore, a nearshore monitoring station has been established near in Good Harbor Bay, on an important fish spawning reef situated offshore from beaches heavily impacted by botulism outbreaks. At both parks, the monitoring stations are equipped with continuous data collection devices and periodic sampling of water column and benthic substrates occurs during the growing season. Sampling is designed to address applied research questions in Lakes Superior and Michigan and contribute to lake-specific Cooperative Science and Monitoring Initiatives. At Apostle Islands, sampling focuses on nutrients, suspended sediments, and algal metrics, due to ongoing concerns 24 about the effects of tributary inputs on nearshore water quality along Lake Superior’s south shore and the recent emergence of Harmful Algal Blooms. In 2018, sampling at Apostle Islands will also target beach microplastics, recently documented to be elevated at a site in the western Apostles, as this is an issue of interest to both NPS and the Lake Superior Partnership Working Group (see Lake Superior Lakewide Objective 9: Protect the Lake Superior basin from contamination resulting from additional substances of concern). At Sleeping Bear Dunes, sampling focuses on water column nutrients and algal biomass as well as lake-bottom components (e.g., Cladophora biomass and nutrient content, invasive mussels, soft-bodied invertebrates, and round gobies), due to ongoing concerns about invasive species and their impacts on community structure, food web dynamics, nutrient cycling, and avian botulism. The project also provides support to NPS and partners for citizen-based beach and nearshore monitoring efforts at Sleeping Bear Dunes, and support for maintenance of the real-time monitoring buoy in Good Harbor.",5 - Foundations for Future Restoration Actions,#REF!,10/1/2012,Multi-state,46.97227,-90.98755
NPS,2018,"$5,000 ",Continuation,"Participation in Lakewide Action and Management Plans (LAMPs) for Lake Superior, Michigan, Erie",Dept. of Interior-National Park Service ,"NPS uses agency base appropriations to support some participation in LAMP workgroups in the Great Lakes, including reviews of key LAMP documents and implementation of LAMP priority projects. NPS engages with LAMP programs, meetings and work groups for Lake Superior, Lake Michigan, and occasionally Lake Erie. The funds from the GLRI Program are for travel costs and personnel costs associated with participating in the LAMP programs.",5 - Foundations for Future Restoration Actions,#REF!,10/1/2012,Multi-state,41.653355,-87.052574
NPS,2018,"$223,200 ",Continuation,Pilot Study Evaluating the Relationship of Community Gravel Beds and Developing Sustainable Tree Canopies,Dept. of Interior-National Park Service ,"This project is to determine what impact/s bare-root trees from community gravel beds have on the capacity of communities to develop sustainable tree canopy planting initiatives along at least two Great Lake habitats (western Lake Superior and southern Lake Michigan). Tree canopy cover in the United States is declining. And bare-root trees that are held over summer in gravel beds may be the most economical and effective planting method for establishment of 25 trees, and ultimate projections of tree canopy cover in 30 years. Tree canopy cover helps protect water bodies from stormwater runoff and nutrient loading. The greatest selection of species and varieties is via bare-rooted plant materials in the spring. However, the optimum timing for tree planting initiatives in the upper Midwest is in the autumn when the pressure for dutiful irrigation is less. A number of variables will be compared with non-Great Lake gravel bed sites and planting methods to assess which variables are critically important or improve the likelihood of tree survival, likely establishment and likelihood of each planting type (bare-root, container, ball/burlap) in providing canopy cover in 30 years. Western Lake Superior: Four communities on the north shore of Minnesota (Duluth, Hermantown, Silver Bay and Grand Marais) will begin their tree canopy planting initiatives in the spring of 2018. The Principal Investigator will work with these communities to set up the gravel beds and study the variables over two years. Southern Lake Michigan: The City of Racine, Wisconsin, and possibly Gary, East Chicago, Hobart and Michigan City, would participate in the study. The Forest Service will grant $15,500 to the City of Racine for their participation in the study. Racine is the first or second largest purchaser of bare-root trees in Wisconsin. The National Park Service would host a community gravel bed at Indiana Dunes National Lakeshore where seasonal staff would assist in the data collection and maintain the gravel beds. Various NPS staff would work with the local communities (for example Chesterton’s Tree Share program, Shirley Heinze Land Trust) to highlight this research, share results and assist in production of the educational video.",5 - Foundations for Future Restoration Actions,#REF!,10/1/2012,Multi-state,42.726111,-87.805833
NPS,2018,"$320,000 ",Increase,Place-based learning about nearshore ecosystems in Great Lakes national parks,Dept. of Interior-National Park Service ,"Staff and partners from five national parks, Apostle Islands National Lakeshore (APIS), Indiana Dunes National Lakeshore (INDU), Pictured Rocks National Lakeshore (PIRO), Sleeping Bear Dunes National Lakeshore (SLBE), and Grand Portage National Monument (GRPO), and their surrounding communities will use a variety of approaches to provide placebased experiential education and teacher training around Great Lakes nearshore ecosystems. These include curriculum development, special youth programming (APIS Island School), other educator workshops, interpretive programs with the public, education programs with school groups, citizen science activities with school and the public, a multi-day field trip encouraging appreciation of natural and cultural diversity, and distance learning events with school groups. Our goal is to connect people with their Great Lakes ecosystems in ways that help them understand the importance of these ecosystems and the threats they face, to instill in them a desire to be life-long stewards of these special places and to help them develop the knowledge and critical thinking skills they need to do that. Goals for this project include development of curriculum lessons, activities, and support materials for both students and the general public; the facilitation of educator training workshops, reaching underserved audiences; and the facilitation of educational opportunities for the students and the general public. These educational materials, lessons, and workshops will help participants understand Great Lakes ecosystem issues, the science that is helping us understand them, and efforts currently underway to restore these ecosystems. The outcome will be a more informed public that will care about our Great Lakes and take actions to protect and maintain them now, and in the future. Curriculum, lessons, activities, distance learning programs, and supplemental educational materials created as part of this project will continue to be used by NPS staff, partners, and teachers to provide educational experiences with their students and audiences. Teachers and community leaders who attend workshops and programs offered through this project will be in position to share what they have learned with the students and publics they engage with. Students, educators, and members of the public who participated in programming will have those experiences in their memories, will carry their own stewardship behaviors and actions into the future, and will be acquainted with resource professionals they can consult with on environmental issues.",5 - Foundations for Future Restoration Actions,#REF!,10/1/2012,Multi-state,44.81127013,-86.05611205
NPS,2018,"$195,000 ",New Project,"Placed-based learning on ""floating classrooms"" in southern Lake Michigan waterways",Dept. of Interior-National Park Service ,"Over 50 teachers will be trained about the Great Lakes ecosystem and programs that work to restore function for humans and natural resources, via new “floating classrooms” in Great Lakes waters of the Chicago metro area, using a fleet of six 24-foot Voyageur canoes and professional outdoor educators to serve communities across the southern basin of Lake Michigan. This is a long-standing program based in Minnesota but many more teachers and youth can participate in the program if it is based in the Chicago area. The number of partners to utilize this program are plentiful; the initial costs to set-up a new hub in the Chicago area has been an insurmountable hurdle. These funds will allow the set-up of the new hub with significant cost-sharing by NPS and others. The NPS Rivers, Trails, and Conservation Assistance Program will work closely with the primary organization, Wilderness Inquiry, and many others (50+) that are interested in seeing this program available in the Chicago/southern Lake Michigan area. This program would provide Great Lakes ecosystem experience and education for teachers and students. This funding allows Wilderness Inquiry and agency partners to connect the region's youth to place-based ecosystem education by establishing the Chicago Canoemobile hub. The creation of this new hub would engage more than 50 teachers and 10,000 underserved/disabled youth to increase education of Great Lakes ecosystems, the challenges in the systems, the programs that work to restore function for humans and natural resources, and help to develop the next generation of Great Lakes stewards.",5 - Foundations for Future Restoration Actions,#REF!,10/1/2012,Multi-state,41.69564,-86.945507
NPS,2018,"$100,000 ",Continuation,Supporting the incorporation of Traditional Ecological Knowledge into GLRI Restoration,Dept. of Interior-National Park Service ,"Traditional ecological knowledge (TEK) is an important component in restoration that alerts scientists to historical changes in species populations, behaviors, preferred habitat, and resulting changes in traditional and commercial harvesting practices. In partnership with Tribes, and young adults pursuing natural resource education/employment this project will explore and document TEK from elders and traditional knowledge-bearers through interviews and activities which encourage elders and traditional knowledge-bearers to share and preserve multigenerational traditional information. Using an interdisciplinary team approach, approximately 50 interviews will be conducted to explore local TEK to be shared orally via youth educational activities and through tribally-led and professionally-guided documentary methods. Youth-led projects will conduct TEK interviews with relatives and elders, and share results with the community and resource managers. This project will encourage preservation and dissemination of traditional knowledge, empower tribal communities to explore and benefit from such knowledge, and share TEK with the lakeshore community and resource managers.",5 - Foundations for Future Restoration Actions,#REF!,10/1/2012,Multi-state,47.963889,-89.684722
NPS,2019,"$200,000 ",Continuation,Nearshore monitoring in Great Lakes national parks,Dept. of Interior-National Park Service ,"The National Park Service and partners will continue to operate intensive nearshore monitoring stations and conduct related nearshore research at two Great Lakes national parks (Apostle Islands and Sleeping Bear Dunes National Lakeshores). Monitoring stations will collect continuous data on water quality and lake currents and use time lapse photographs to characterize fish activity and nearshore algal and sediment dynamics. Periodic monitoring for other chemical and biological constituents will occur. At Apostle Islands, the National Park Service will collaborate with the University of Minnesota-Duluth’s Large Lakes bservatory (UMD) to continue operating a fixed monitoring station at the Meyers Beach 10 meter site. The station will record continuous data on lake currents, water quality, and algal pigments. Additionally, the team will collect water samples bi-weekly from the Meyers Beach 10 meter site for analysis of nutrients, algal biomass, algal composition, and algal toxins. Additional sampling will address potential sources of recent Lake Superior algal blooms. Three tributaries (the rule River, Lost Creek Number Two, and Siskiwit River), one upland lake (Siskiwit Lake) and one embayment (Siskiwit Bay) identified as potential bloom sources will be monitored bi-weekly for nutrients, algal biomass, algal composition, and algal toxins. Material from these key source locations will also be subjected to incubation experiments to assess their potential to produce algal bloom conditions. Finally, the National Park Service will work with the U.S. Geological Survey to ensure continued operation of a fixed station nearshore monitoring site in Chequamegon Bay, a prominent Lake Superior embayment. Currents and water quality will be continuously monitored and made available in real-time at https://waterdata.usgs.gov/usa/nwis/uv?463741090521301.
At Sleeping Bear Dunes, the National Park Service will collaborate with the UW-Milwaukee School of Freshwater Sciences (UWM) to continue operating a fixed monitoring station at the Good Harbor 10 meter site. The station will record continuous data on water quality and algal biomass as well as provide time-lapse images of the lake bottom (e.g., Cladophora growth and sloughing, round goby feeding behavior, etc.) in near real time. Additionally, the team will 20 conduct periodic sampling for water quality and food web parameters including Cladophora biomass, invasive mussel size structure, and round goby abundance. The Michigan Department of Natural Resources will continue to collaborate on project activities and provide field support for UWM sampling events. This project fills recognized gaps in Great Lakes nearshore monitoring data, lays groundwork for long-term monitoring efforts, and provides a foundation for collaborative nearshore management in and near these two parks. NPS is using data from Apostle Islands to assess the influence of tributaries and extreme flood events on nearshore waters, target upland restoration needs, and address emerging algal bloom issues. NPS is using data from Sleeping Bear Dunes to predict and respond to botulism outbreaks and to develop management options for nuisance algae and invasive mussels.",5 - Foundations for Future Restoration Actions,12/31/2018,12/31/2023,Multi-state,46.97227,-90.98755
NPS,2019,"$5,000 ",Continuation,Participation in Lakewide Action and Management Plans (LAMPs),Dept. of Interior-National Park Service ,"NPS uses primarily agency base appropriations to support participation in LAMP workgroups in the Great Lakes, including reviews of key LAMP documents and implementation of LAMP priority projects. NPS engages with LAMP programs, meetings and work groups for Lakes Superior, Michigan and occasionally Lake Erie. The funds from the GLRI Program are to allow for travel costs and personnel costs associated with participating in the LAMP programs.",5 - Foundations for Future Restoration Actions,12/31/2018,12/31/2023,Multi-State,41.653355,-87.052574
NPS,2019,"$247,500 ",Continuation,Place-based Learning about Nearshore Environments in Great Lakes National Parks,Dept. of Interior-National Park Service ,"National Parks located on the Great Lakes are uniquely situated to educate park visitors, students, and communities about Great Lakes coastal and nearshore health and beneficial actions that can be taken by citizens. Park visitation increases at national lakeshores each year and more  visitors are participating in interpretive programs. NPS interpretive staff at four lakeshores and one national monument will continue the place-based education programs developed with
previous GLRI funding, train new teachers, help teachers develop place-based lessons, and create opportunities for experiential learning and citizen science, resulting in at least 95 educators trained and 10,000 people educated about Great Lakes nearshore ecosystems. The National Park Service will continue to develop and deliver a cohesive nearshore education and interpretation program to engage the public about the Great Lakes (emphasizing nearshore ecosystem issues) through a variety of onsite, outreach, and experiential learning activities such as kayaking, Island School, formal education programs with K-4 students, pre-site class room visit and post site activity, citizen science, and education though tribal mentors and teacher trainings. Interpretive staff will also strengthen partnerships with local educators and organizations, including the Inland Seas Education Association, Grand Portage Band of Lake Superior Chippewa, Sea Grant, Hiawatha National Forest, Seney National Wildlife Refuge and Michigan State University Extension, Northland College, University of Wisconsin, Red Cliff and Bad River Tribes and other new partnerships. Curricula, programs, and outreach materials will be made available for use throughout the Great Lakes  parks, to educate the next generation of park visitors, supporters, and advocates.",5 - Foundations for Future Restoration Actions,12/31/2018,12/31/2023,Multi-state,44.81127013,-86.05611205
NRCS,2010,"$450,000 ",New Project,"Coordinated Implementation of Lakewide Management Plans, Programs, and Processes",Dept. of Agriculture-Natural Resources Conservation Service,"The USDA Natural Resources Conservation Services (NRCS) will provide expertise and support for Great Lakes Lakewide Teams in the implementation of Lakewide Management Plans, their associated goals, objectives, and targets. This work includes participation in LaMP and lakewide programs and projects, including the development of LaMP documents and updates.",5 - Foundations for Future Restoration Actions,5/20/2010,9/30/2011,Multi-state,42.734909,-84.440918
NRCS,2011,"$217,000 ",Increase,"Coordinated Implementation of Lakewide Management Plans, Programs, and Processes",Dept. of Agriculture-Natural Resources Conservation Service,"The USDA Natural Resources Conservation Services (NRCS) will provide expertise and support for Great Lakes Lakewide Teams in the implementation of Lakewide Management Plans, their associated goals, objectives, and targets. This work includes participation in LaMP and lakewide programs and projects, including the development of LaMP documents and updates.",5 - Foundations for Future Restoration Actions,5/20/2011,9/30/2011,Multi-state,42.734909,-84.440918
NRCS,2012,"$183,098 ",Increase,"Coordinated Implementation of Lakewide Management Plans, Programs, and Processes; and support of EPA's National Wetland Condition Assessment",Dept. of Agriculture-Natural Resources Conservation Service,"The USDA Natural Resources Conservation Services (NRCS) will provide expertise and support for Great Lakes Lakewide Teams in the implementation of Lakewide Management Plans, their associated goals, objectives, and targets. This work includes participation in LaMP and lakewide programs and projects, including the development of LaMP documents and updates.",5 - Foundations for Future Restoration Actions,5/18/2012,9/30/2015,Multi-state,41.607228,-83.649902
NRCS,2013,"$168,065 ",Increase,"Coordinated Implementation of Lakewide Management Plans, Programs, and Processes; and support of EPA's National Wetland Condition Assessment",Dept. of Agriculture-Natural Resources Conservation Service,"The USDA Natural Resources Conservation Services (NRCS) will provide expertise and support for Great Lakes Lakewide Teams in the implementation of Lakewide Management Plans, their associated goals, objectives, and targets. This work includes participation in LaMP and lakewide programs and projects, including the development of LaMP documents and updates.",5 - Foundations for Future Restoration Actions,7/18/2013,9/30/2016,Multi-State,41.607228,-83.649902
NRCS,2014,"$173,089 ",Increase,"Coordinated Implementation of Lakewide Management Plans, Programs, and Processes; and support of EPA's National Wetland Condition Assessment",Dept. of Agriculture-Natural Resources Conservation Service,"The USDA Natural Resources Conservation Services (NRCS) will provide expertise and support for Great Lakes Lakewide Teams in the implementation of Lakewide Management Plans, their associated goals, objectives, and targets. This work includes participation in LaMP and lakewide programs and projects, including the development of LaMP documents and updates.",5 - Foundations for Future Restoration Actions,6/13/2014,9/30/2017,Multi-State,41.607228,-83.649902
USACE,2010,"$492,000 ",New Project,Adaptive Management,Dept. of Defense-U.S. Army Corps of Engineers,"The International Joint Commission (IJC) regulates the water levels in Lake  Ontario and flows in the St. Lawrence River through a decision-making process that involves both countries and multiple states, provinces, and stakeholders.  This project is to developing means for enhancing the environmental input to this decision making process and enhancing the understanding of environmental impacts of these decisions. Products of this effort include tools for operational support, incorporation of wetland and coastal monitoring and analysis, completion of an environmental decision support framework, and modeling efforts for adaptive management methodology for lake water level regulation.     FY10 funds were used to initiate development of tools for operational support, incorporation of wetland and coastal monitoring and analysis, completion of an environmental decision support framework, and to initialize modeling efforts for adaptive management methodology for lake water level regulation.  ",5 - Foundations for Future Restoration Actions,6/1/2010,4/15/2013,NY,43.452919,-77.4646
USACE,2010,"$270,000 ",Continuation,Lake Area Management Plan,Dept. of Defense-U.S. Army Corps of Engineers,"A Lake wide Action and Management Plan (LAMP), is a plan of action to assess, restore, protect and monitor the ecosystem health of a Great Lake. It is used to coordinate all government and non-government partners working to improve a Lake’s ecosystem. A public consultation process directs attention to public concerns. Priority projects, such as sampling tributaries for chemicals, developing watershed plans, restoring habitats, conducting hazardous waste collections, and many others, are implemented in pursuit of LAMP goals and objectives.  The project is authorized under Annex 2 of the Great Lakes Water Quality Agreement (1987 Protocol).",5 - Foundations for Future Restoration Actions,6/1/2010,9/30/2025,Multi-state,42.266151,-81.786346
USACE,2010,"$40,000 ",New Project,Lakewide Action and Management Plan ,Dept. of Defense-U.S. Army Corps of Engineers,"This project provides funding to enable USACE staff to actively participate on and support Lakewide Action and Management Plan committees, attend LAMP meetings, providing information, input, and technical assistance when requested, integrate USACE projects and studies into the LAMP, and facilitate communications with the team to address a variety of environmental issues impacting the Great Lakes",5 - Foundations for Future Restoration Actions,10/1/2010,9/30/2020,Multi-state,39.0624,-84.5098
USACE,2010,"$491,421 ",New Project,Surveillance of Northern Boundary Waters Adaptive Management,Dept. of Defense-U.S. Army Corps of Engineers,"Surveillance of Northern Boundary Waters Adaptive Management will work towards  stemming and potential reversal of degradation through the development of an adaptive management approach to managing the outflows of Lake Ontario while continuing to provide benefits to other interests. The International Joint Commission (IJC) regulates the water levels in Lake Ontario and flows in the St. Lawrence River through a decision-making process that involves both countries and multiple states, provinces, and stakeholders. The FY 2010 GLRI funds were used to establish baseline wetland conditions for future evaluation of regulation plan success.",5 - Foundations for Future Restoration Actions,5/28/2010,9/30/2015,Multi-state,41.723559,-81.29504
USACE,2011,"$113,200 ",Continuation,Lake Area Management Plan,Dept. of Defense-U.S. Army Corps of Engineers,"A Lake wide Action and Management Plan (LAMP), is a plan of action to assess, restore, protect and monitor the ecosystem health of a Great Lake. It is used to coordinate all government and non-government partners working to improve a Lake’s ecosystem. A public consultation process directs attention to public concerns. Priority projects, such as sampling tributaries for chemicals, developing watershed plans, restoring habitats, conducting hazardous waste collections, and many others, are implemented in pursuit of LAMP goals and objectives.  The project is authorized under Annex 2 of the Great Lakes Water Quality Agreement (1987 Protocol).",5 - Foundations for Future Restoration Actions,6/1/2010,9/30/2025,Multi-state,42.266151,-81.786346
USACE,2011,"$30,000 ",Continuation,Lakewide Action and Management Plan ,Dept. of Defense-U.S. Army Corps of Engineers,"This project provides funding to enable USACE staff to actively participate on and support Lakewide Action and Management Plan committees, attend LAMP meetings, providing information, input, and technical assistance when requested, integrate USACE projects and studies into the LAMP, and facilitate communications with the team to address a variety of environmental issues impacting the Great Lakes",5 - Foundations for Future Restoration Actions,10/1/2011,9/30/2020,Multi-state,39.0624,-84.5098
